node_i,node_j,peak_lag_steps,peak_corr,p_value,significant_p01,p_value_fdr,significant_fdr,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence,feature_tier,provenance_claim_allowed,statistical_claim_allowed,paper_claim_allowed,claim_strength,method,feature_col,grid_seconds,peak_lag_seconds,p_bonferroni,significant_bonferroni,event_phase,caused_node,causing_node,fevd_share,horizon,te_i_to_j,p_value_block,significant_p05,p_value_block_fdr,significant_block_fdr,fevd_share_mean,fevd_share_max,fevd_share_std,n_windows
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and ust_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,ust_binance,usdt_binance,,,,,,,,0.1239420366915466,0.35721879485493757,0.13830898835167887,5
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_ust_wormhole,usdt_binance,,,,,,,,0.12268694218667461,0.2964070731162601,0.11515309958428221,5
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdt_binance,,,,,,,,0.09451938635949182,0.2546648962325785,0.09234398401728904,5
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_ust_wormhole to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,curve_ust_wormhole,,,,,,,,0.09417154685853409,0.12942905710512054,0.03834787631400612,5
,,,,,,,,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_crvusd_usdt to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_crvusd_usdt,,,,,,,,0.8912800945655915,0.9848274102762509,0.076290674704296,6
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_crvusd_usdt to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,curve_crvusd_usdt,,,,,,,,0.8665285698135072,0.9799282667162196,0.09072473045951038,6
,,,,,,,,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_crvusd_usdt.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_crvusd_usdt,usdt_binance,,,,,,,,0.10807025653067213,0.21560147931943568,0.06730554230613399,6
,,,,,,,,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdt_binance,,,,,,,,0.09049616688861602,0.18368977626615568,0.05914355966731376,6
,,,,,,,,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_3pool,,,,,,,,0.05161315207091146,0.12683332102223668,0.0476091655435137,6
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_crvusd_usdt.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_crvusd_usdt,curve_3pool,,,,,,,,0.044290280702108026,0.10422197957867886,0.03891444948258794,6
,,,,,,,,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_3pool,,,,,,,,0.8717754885152197,0.9992428757981402,0.07880522364740468,23
,,,,,,,,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,busd_binance,curve_3pool,,,,,,,,0.8681050126473636,0.9981798314853885,0.07668505450797854,23
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,busd_binance,,,,,,,,0.1109113418782577,0.25563173822051544,0.06912509020706537,23
,,,,,,,,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,busd_binance,,,,,,,,0.10637597543974289,0.22997178665332577,0.059623440038324385,23
,,,,,,,,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdt_binance,,,,,,,,0.03211984541407149,0.1330829243474509,0.03135579781159712,23
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,busd_binance,usdt_binance,,,,,,,,0.025878372819277098,0.10572197136984439,0.02501256310845298,23
,,,,,,,,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,busd_binance,,,,,,,,0.7915209386657575,0.9220677590109148,0.16600608491562746,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,busd_binance,,,,,,,,0.700661078882,0.8663869674840159,0.12971077669175451,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_binance,busd_binance,,,,,,,,0.7006610788819999,0.8663869674840157,0.1297107766917544,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_binance,usdt_binance,,,,,,,,0.11593302079709136,0.19728084991303155,0.05446570845493137,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,usdc_binance,,,,,,,,0.1159330207970892,0.1972808499130319,0.05446570845493264,5
,,,,,,,,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdc_binance,curve_3pool,,,,,,,,0.0674728795236909,0.09639626375164816,0.021010957451415135,5
,,,,,,,,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_3pool,,,,,,,,0.06747287952369085,0.09639626375164816,0.02101095745141517,5
,,,,,,,,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdt_binance,,,,,,,,0.06651471762149,0.14184804110925292,0.048435518103158555,5
,,,,,,,,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdc_binance,,,,,,,,0.06651471762148882,0.14184804110925808,0.04843551810316042,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,busd_binance,usdt_binance,,,,,,,,0.0460798040822023,0.07494875688058865,0.028508509106946744,5
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,busd_binance,usdc_binance,,,,,,,,0.046079804082202115,0.0749487568805865,0.02850850910694014,5
,,,,,,,,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,busd_binance,curve_3pool,,,,,,,,0.020193996615405017,0.02490486874975198,0.003962475669225881,5
